"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",3778.21360149497,15.6972241067608,240.693104449448,0
"relevel(as.factor(first_year), ""1997"")1995",-100.768061809618,39.8013772611743,-2.5317732386089,0.0113542479386378
"relevel(as.factor(first_year), ""1997"")1996",110.990842402619,26.5272282429053,4.18403466002155,2.87267419169715e-05
"relevel(as.factor(first_year), ""1997"")1998",0.380411895298181,24.8348697766781,0.0153176521044381,0.987778870754228
"relevel(as.factor(first_year), ""1997"")1999",53.4341383423943,19.7846820852566,2.70078326819378,0.00692187003512853
"relevel(as.factor(first_year), ""1997"")2000",61.4852685163736,18.338527083581,3.35279208827098,0.000801085095377425
"relevel(as.factor(first_year), ""1997"")2001",168.072714578739,22.869973063896,7.3490560793038,2.05159926242761e-13
"relevel(as.factor(first_year), ""1997"")2002",58.2177690609978,25.2971176375707,2.30135977920797,0.0213787327825602
"relevel(as.factor(first_year), ""1997"")2003",-4.72129570402871,22.0941948054819,-0.213689421388522,0.830790843253165
"relevel(as.factor(first_year), ""1997"")2004",423.95502255958,21.140369595539,20.0542862149885,7.98519717812279e-89
"relevel(as.factor(first_year), ""1997"")2005",210.707479522119,22.2647402315149,9.46372952619811,3.20062827543259e-21
"relevel(as.factor(first_year), ""1997"")2006",230.110326109796,23.4514992780773,9.81217974088784,1.08717422789615e-22
"relevel(as.factor(first_year), ""1997"")2007",21.1421182274152,22.7778735112033,0.928186655221194,0.353318890410089
"relevel(as.factor(first_year), ""1997"")2008",458.812193013492,24.7058418247461,18.5710001815818,1.61968062468208e-76
"relevel(as.factor(first_year), ""1997"")2009",395.066602434845,22.777873511207,17.3443145270109,4.94926188420983e-67
"relevel(as.factor(first_year), ""1997"")2010",333.524972641727,25.2377356563666,13.2153287118526,9.45938261731014e-40
"relevel(as.factor(first_year), ""1997"")2011",237.736586792451,27.1697355617939,8.75005155098956,2.25199485863976e-18
"relevel(as.factor(first_year), ""1997"")2012",-63.9370789264263,27.4499145326665,-2.32922688521812,0.0198542434005873
"relevel(as.factor(first_year), ""1997"")2013",758.457381476719,32.8363644912844,23.0980924114797,6.2640280466867e-117
"relevel(as.factor(first_year), ""1997"")2014",1066.58769391978,33.1664393531485,32.1586433371097,8.8555803149891e-223
"relevel(as.factor(first_year), ""1997"")2015",1398.33933450025,23.1113933709843,60.5043284086811,0
"relevel(as.factor(first_year), ""1997"")2016",1255.46582792096,27.2953195712354,45.9956449546026,0
"relevel(as.factor(first_year), ""1997"")2017",1453.29087051998,39.8013772611847,36.5135824567876,4.25975668401571e-285
"relevel(as.factor(first_year), ""1997"")2018",1520.2453170572,43.2278592739286,35.1681841893587,4.49915505600305e-265
"relevel(as.factor(first_year), ""1997"")2019",1306.01190328217,50.2985599310595,25.9651947306687,7.18892400522098e-147
"relevel(as.factor(first_year), ""1997"")2020",1681.06069850517,61.8996303254902,27.157847141664,2.65248252466092e-160
